,Unnamed: 0,STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,LATITUDE,LONGITUDE,x,y
128,128,DISCOUNT PANTRY CORPORATION,32952.0,14616.0,3600.0,B,4153 W 63RD ST,60629,WEST LAWN,65,13,17031650301,170317000000000.0,41.77849291,-87.72732752,439555.830812596,4625438.635556931
129,129,DOLLAR & LINEN,1875260.0,46290.0,5800.0,B,1853 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711300,170317000000000.0,41.73558907,-87.66995173,444286.94647547964,4620636.497295024
130,130,DOLLAR DEALS & UP,1276566.0,252997.0,2500.0,B,2057 N PULASKI RD,60639,HERMOSA,20,30,17031200402,170312000000000.0,41.91889126,-87.72646532,439759.35198160127,4641026.025712301
131,131,DOMINICK'S,1969836.0,5033.0,59488.0,A,6623 N DAMEN AVE,60645,WEST RIDGE,2,50,17031020500,170310000000000.0,42.00222338,-87.68012883,443675.1681001983,4650246.790842712
132,132,DOMINICK'S # 1100,41629.0,5033.0,10001.0,A,3145 S ASHLAND AVE,60608,MCKINLEY PARK,59,11,17031840400,170318000000000.0,41.83646835,-87.6655669,444738.2894500381,4631833.84635409
133,133,DOMINICK'S # 113/1113,41633.0,5033.0,10001.0,A,6312 N NAGLE AVE,60646,NORWOOD PARK,10,41,17031100200,170311000000000.0,41.99598529,-87.78763712,434765.4480318513,4649630.491221539
134,134,DOMINICK'S # 12/0012,41645.0,5033.0,10001.0,A,6009 N BROADWAY,60660,EDGEWATER,77,48,17031030101,170310000000000.0,41.99118175,-87.66015508,445319.849592849,4649007.896490867
135,135,DOMINICK'S # 130/1130,41657.0,5033.0,10001.0,A,2101 E 71ST ST,60649,SOUTH SHORE,43,5,17031430600,170314000000000.0,41.76599,-87.57378734,452306.50052736985,4623953.967505744
136,136,DOMINICK'S # 304/2304,41617.0,5033.0,10001.0,A,2550 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031070700,170311000000000.0,41.92787172,-87.67325881,444179.2443434514,4641987.103594846
137,137,DOMINICK'S # 86/1086,41625.0,5033.0,10001.0,A,3350 N WESTERN AVE,60618,NORTH CENTER,5,47,17031843700,170318000000000.0,41.9427472,-87.68835432,442940.9108173021,4643648.643144202
138,138,DOMINICK'S #147/1147,41674.0,5033.0,68000.0,A,1340 S CANAL ST,60607,NEAR WEST SIDE,28,2,17031841900,170318000000000.0,41.86452119,-87.6393041,446942.07553114265,4634931.898292906
139,139,DOMINICK'S #153/2153,41678.0,5033.0,68000.0,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,8,27,17031080400,170311000000000.0,41.90388396,-87.6394372,446963.5934881343,4639302.325461659
140,140,DOMINICK'S #160/1698,41689.0,5033.0,72000.0,A,1763 W HOWARD ST,60626,ROGERS PARK,1,49,17031010202,170310000000000.0,42.01928855,-87.67505851,444110.0098376382,4652138.211545673
141,141,Dominick's #1703,1574461.0,5033.0,49320.0,A,255 E GRAND AVE,60611,NEAR NORTH SIDE,8,42,17031081403,170311000000000.0,41.89168984,-87.62044413,448529.1386899964,4637936.873469829
142,142,DOMINICK'S #1875,1273445.0,5033.0,39000.0,A,1 N HALSTED ST,60661,NEAR WEST SIDE,28,27,17031280100,170313000000000.0,41.88181563,-87.64721472,446300.02279916714,4636856.970498795
143,143,DOMINICKS #2889,2042084.0,5033.0,48735.0,A,5233 N LINCOLN AVE,60625,LINCOLN SQUARE,4,40,17031040202,170310000000000.0,41.9768951,-87.69227967,442646.1592740362,4647442.669011444
144,144,DOMINICKS #2890,2042094.0,5033.0,55129.0,A,5201 N SHERIDAN RD,60640,EDGEWATER,77,48,17031030706,170310000000000.0,41.97648167,-87.65483978,445747.6354301745,4647372.376457831
145,145,DOMINICK'S FINER FOODS - STORE # 2775,1820382.0,5033.0,54963.0,A,2021 W CHICAGO AVE,60622,WEST TOWN,24,1,17031243000,170312000000000.0,41.89578523,-87.67793089,443763.7159726949,4638427.657139846
146,146,"DOMINICK'S Finer Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W FULLERTON AVE,60614,LINCOLN PARK,7,43,17031071100,170311000000000.0,41.92526828,-87.65348756,445816.30907266325,4641685.365712953
147,147,E.M. GROCERIES,4863.0,3289.0,4500.0,B,5358 S CARPENTER ST,60609,NEW CITY,61,16,17031612000,170316000000000.0,41.79612897,-87.6514349,445877.71536274435,4627346.126873848
148,148,EDDIE & SON FOOD &LIQ.,4146.0,3169.0,2500.0,B,3624 W NORTH AVE,60647,HUMBOLDT PARK,23,26,17031230400,170312000000000.0,41.91009267,-87.71757535,440488.3653469262,4640042.92794302
149,149,EDDIE'S FOOD MART,50432.0,17311.0,4500.0,B,1858 W 63RD ST,60636,WEST ENGLEWOOD,67,15,17031670600,170317000000000.0,41.77946116,-87.67143667,444201.47504464496,4625508.359585146
150,150,"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",24217.0,63476.0,3000.0,B,10806 S MICHIGAN AVE,60628,ROSELAND,49,9,17031490901,170315000000000.0,41.69781792,-87.621011,448326.6198729054,4616412.464776656
151,151,EDDY'S FOOD MART,1879269.0,324962.0,4000.0,B,7575 N ROGERS AVE,60626,ROGERS PARK,1,49,17031010300,170310000000000.0,42.01916463,-87.66839729,444661.406168494,4652120.1244532205
152,152,EDGEWATER PRODUCE,16765.0,6928.0,7400.0,B,5509 N CLARK ST,60640,EDGEWATER,77,48,17031030800,170310000000000.0,41.98197138,-87.66832103,444635.48695823346,4647990.520877813
153,153,EL  PASEO  BORICUA,1301216.0,254645.0,3000.0,B,2706 W DIVISION ST,60622,WEST TOWN,24,26,17031242600,170312000000000.0,41.9030542,-87.69477042,442373.35782742116,4639245.889692964
154,154,EL BARRIO GROCERY,42681.0,16221.0,10001.0,A,3938 W NORTH AVE,60647,HUMBOLDT PARK,23,30,17031230400,170312000000000.0,41.91000804,-87.72543846,439836.16027354146,4640039.017247666
155,155,EL MILAGRO,43513.0,2718.0,5500.0,B,3048 W 26TH ST,60623,SOUTH LAWNDALE,30,12,17031300900,170313000000000.0,41.84468733,-87.70210294,441712.1619329232,4632770.523599461
156,156,EL YUNQUE FOOD & LIQUOR,1986802.0,346323.0,2500.0,B,1900 N CALIFORNIA AVE,60647,LOGAN SQUARE,22,35,17031222500,170312000000000.0,41.91576102,-87.69729581,442175.36136403144,4640658.402034918
157,157,EMILIO'S PRODUCE,1675623.0,298914.0,2500.0,B,2294 N MILWAUKEE AVE,60647,LOGAN SQUARE,22,1,17031221400,170312000000000.0,41.92259747,-87.69709763,442197.9659340449,4641417.307064759
158,158,EUROPA GALLERIA INC,1299537.0,253902.0,6500.0,B,340 W SUPERIOR ST,60610,NEAR NORTH SIDE,8,42,17031081800,170311000000000.0,41.89566277,-87.63722072,447140.6545224465,4638388.177945237
159,159,EXTRA VALUE FOOD & LIQUOR,1823321.0,319024.0,5000.0,B,6257 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670800,170317000000000.0,41.77961467,-87.66407749,444813.1810980687,4625520.653990069
160,160,"MY RANCH, INC.",1899688.0,20694.0,8500.0,B,4650 N SHERIDAN RD,60640,UPTOWN,3,46,17031830700,170310000000000.0,41.96697757,-87.65494464,445730.88074030075,4646317.21134128
161,161,FAIRPLAY FINER FOOD,10940.0,86481.0,10001.0,A,2200 S WESTERN AVE,60608,LOWER WEST SIDE,31,25,17031841300,170318000000000.0,41.85198384,-87.6857857,443073.2784882961,4633569.6859128615
162,162,FAIRPLAY FINER FOODS INC,10949.0,86481.0,10001.0,A,4640 S HALSTED ST,60609,NEW CITY,61,11,17031842600,170318000000000.0,41.80962977,-87.64570757,446364.8142598008,4628841.474330764
163,163,FAIRPLAY FOODS INC,10947.0,86481.0,18500.0,A,2323 W 111TH ST,60643,MORGAN PARK,75,19,17031750500,170318000000000.0,41.6916792,-87.67977917,443431.20536983054,4615767.847025514
164,164,FAIRWAY FOOD,2031993.0,352796.0,3000.0,B,2900 E 79TH ST,60649,SOUTH SHORE,43,7,17031431301,170314000000000.0,41.75200539,-87.55401542,453939.95968994347,4622390.555096429
165,165,FAMILY PRIDE,77270.0,22785.0,12500.0,A,10601 S PULASKI RD,60655,MOUNT GREENWOOD,74,19,17031740200,170317000000000.0,41.70035527,-87.7205409,440047.1975871844,4616758.670501183
166,166,FARM SUPER MARKET,2017764.0,339512.0,3000.0,B,2255 W DEVON AVE,60659,WEST RIDGE,2,50,17031020901,170310000000000.0,41.99766696,-87.68721346,443084.39152499184,4649745.577807633
167,167,FIESTA SUPERMARCADO,1196305.0,221943.0,14500.0,A,3307 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660500,170317000000000.0,41.77881858,-87.70590358,441336.5632884024,4625459.956051304
168,168,FIRST CHOICE MARKET,1969290.0,342952.0,10000.0,A,3019 E 91ST ST,60617,SOUTH CHICAGO,46,10,17031461000,170315000000000.0,41.72997787,-87.55038259,454226.34814969334,4619943.024002208
169,169,FIVE STAR CERTIFIED INC,7168.0,3771.0,5000.0,B,935 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711400,170317000000000.0,41.73590841,-87.64742288,446160.71728756506,4620657.613325067
170,170,FOOD 4 LESS,1884255.0,251246.0,58000.0,A,4821 W NORTH AVE,60639,AUSTIN,25,37,17031250800,170313000000000.0,41.90950515,-87.74695994,438050.7909897005,4639998.502303182
171,171,FOOD 4 LESS,1928152.0,251246.0,63506.0,A,112 W 87TH ST,60620,CHATHAM,44,21,17031842400,170318000000000.0,41.73638005,-87.62750922,447817.1144019546,4620697.711171392
172,172,Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,17,17031671500,170317000000000.0,41.76579077,-87.66396689,444810.5232265034,4623985.780402119
173,173,FOOD 4 LESS MIDWEST #789,1272529.0,251246.0,64486.0,A,4620 S DAMEN AVE,60609,NEW CITY,61,12,17031610300,170316000000000.0,41.80966853,-87.6751157,443922.07262038154,4628864.549154468
174,174,FOOD BASKET,1682475.0,291625.0,2500.0,B,7205 S HALSTED ST,60621,ENGLEWOOD,68,17,17031681300,170317000000000.0,41.7631812,-87.64421502,446450.15316137765,4623683.567735061
175,175,FOODSMART,46295.0,16644.0,3500.0,B,3415 W DIVERSEY AVE,60647,LOGAN SQUARE,22,35,17031220602,170312000000000.0,41.93185278,-87.71290125,440896.0957752926,4642455.682592972
176,176,FOODSMART,1474028.0,272175.0,13800.0,A,2901 W ARMITAGE AVE,60647,LOGAN SQUARE,22,35,17031222500,170312000000000.0,41.91735855,-87.69934107,442007.19956361066,4640837.153839746
177,177,FRESH BUY FOODS INC,23640.0,9535.0,26000.0,A,6319 S VERNON AVE,60637,WOODLAWN,42,20,17031420700,170314000000000.0,41.77966465,-87.61425094,448953.9744189402,4625495.425360192
178,178,FRESH FARMS INTERNATIONAL,30144.0,12018.0,9500.0,B,2626 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310000000000.0,41.99773591,-87.69592888,442362.6314202846,4649759.06314963
179,179,FRESH MARKET PLACE,1382145.0,266140.0,20000.0,A,2600 N CENTRAL AVE,60639,BELMONT CRAGIN,19,30,17031190602,170312000000000.0,41.92764768,-87.76626652,436467.58583791956,4642026.962095932
180,180,FRUTERIA EL MERCADO,21239.0,8832.0,5500.0,B,2759 S SPAULDING AVE,60623,SOUTH LAWNDALE,30,22,17031840800,170318000000000.0,41.84093316,-87.70722418,441283.56735970173,4632357.198775909
181,181,FURTERIA EL SERRANITO,2031979.0,352794.0,2500.0,B,1755 W 38TH ST,60609,MCKINLEY PARK,59,11,17031590700,170316000000000.0,41.82486062,-87.67002302,444358.2462370329,4630547.958108217
182,182,GAYTAN GROCERY STORE,85044.0,81586.0,3500.0,B,2802 S KOLIN AVE,60623,SOUTH LAWNDALE,30,22,17031301801,170313000000000.0,41.84030863,-87.73310706,439134.06776900287,4632305.87772021
183,183,GEMELOS FOOD/ CHECK CASHING SERVICES,1045757.0,203580.0,6600.0,B,4300 S MOZART ST,60632,BRIGHTON PARK,58,14,17031580502,170316000000000.0,41.815432,-87.69579779,442209.30356344464,4629518.147254984
184,184,GENE'S SAUSAGE SHOP & DELI INC,1876.0,371.0,5000.0,B,5330 W BELMONT AVE,60641,PORTAGE PARK,15,38,17031151100,170312000000000.0,41.93876197,-87.76040707,436964.3505218607,4643256.641309722
185,185,GENES SAUSAGE SHOP AT DELI MEYER,1922145.0,335302.0,6000.0,B,4746 N LINCOLN AVE,60625,LINCOLN SQUARE,4,47,17031040600,170310000000000.0,41.96775366,-87.68817172,442978.3424780446,4646424.96014553
186,186,GILMART'S  FOOD & LIQUOR,22715.0,9350.0,10001.0,A,5044 S ARCHER AVE,60632,ARCHER HEIGHTS,57,14,17031570300,170316000000000.0,41.80140003,-87.72604374,439683.99733141495,4627981.015158793
187,187,GOLDMORE FOOD,34046.0,14804.0,2500.0,B,1949 W 51ST ST,60609,NEW CITY,61,16,17031611700,170316000000000.0,41.80112781,-87.67408034,444000.6374355809,4627915.632532031
188,188,GRAND FOOD MARKET,1221783.0,223107.0,3952.0,B,5202 W GRAND AVE,60639,BELMONT CRAGIN,19,37,17031191200,170312000000000.0,41.91706775,-87.75604133,437305.02181314223,4640844.763323862
189,189,"GRAND PALACE SUPERMARKET, INC",49648.0,17200.0,3000.0,B,7131 S STATE ST,60619,GREATER GRAND CROSSING,69,6,17031691000,170317000000000.0,41.76457363,-87.62473997,448070.13105188037,4623826.221656666
190,190,"H & A FOOD MARKET, INC.",1379268.0,217567.0,2500.0,B,1007 W 63RD ST,60621,ENGLEWOOD,68,16,17031681000,170317000000000.0,41.77956458,-87.64997484,445985.1171197487,4625506.1381093
191,191,H & Z GROCERY STORE,3166.0,2823.0,10001.0,A,3638 W WRIGHTWOOD AVE,60647,LOGAN SQUARE,22,35,17031220702,170312000000000.0,41.92834525,-87.7186709,440414.4892525142,4642070.240520613
192,192,HALAL MEAT & GROCERY,55665.0,18191.0,2500.0,B,1414 W DEVON AVE,60660,ROGERS PARK,1,40,17031010600,170310000000000.0,41.99823739,-87.6661711,444827.63908279967,4649795.139814096
193,193,HAPPY FOODS,1618660.0,294177.0,11000.0,A,6783 N NORTHWEST HWY,60631,EDISON PARK,9,41,17031090200,170311000000000.0,42.00439926,-87.81848576,432219.3801178551,4650588.656824606
194,194,HAPPY FOODS,1618656.0,294177.0,11500.0,A,6415 N CENTRAL AVE,60646,FOREST GLEN,12,45,17031120200,170311000000000.0,41.99786001,-87.7634458,436770.9169687609,4649820.494294506
195,195,HARBOR MARKET,44759.0,16473.0,4200.0,B,155 N HARBOR DR,60601,LOOP,32,42,17031320100,170313000000000.0,41.88475054,-87.61560396,448925.14441592386,4637163.52894908
196,196,HAREER FOOD & LIQUOR,52337.0,17625.0,2500.0,B,5452 S HALSTED ST,60609,NEW CITY,61,20,17031612100,170316000000000.0,41.7945591,-87.64531343,446384.9912452615,4627167.995031503
197,197,HARPER FOODS,57683.0,18537.0,3300.0,B,1455 E 57TH ST,60637,HYDE PARK,41,5,17031411100,170314000000000.0,41.79141057,-87.58953263,451017.08722292236,4626785.142433499
198,198,HARVESTIME FOODS,43697.0,16317.0,8750.0,B,2632 W LAWRENCE AVE,60625,LINCOLN SQUARE,4,40,17031040201,170310000000000.0,41.96867023,-87.69516275,442399.8909556594,4646531.402609916
199,199,Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S BALTIMORE AVE,60633,HEGEWISCH,55,10,17031550100,170316000000000.0,41.65518859,-87.54699942,454454.98921904294,4611637.863963469
200,200,HILLTOP LIQUORS MART,788.0,148.0,3200.0,B,10259 S MICHIGAN AVE,60628,ROSELAND,49,9,17031490800,170315000000000.0,41.70724797,-87.62005636,448413.5922617789,4617458.852878029
201,201,HOA NOM CO,8425.0,62866.0,4200.0,B,1101 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,170310000000000.0,41.9731613,-87.65783318,445496.8051861387,4647005.618736157
202,202,HOLLYWOOD TOWER MKT,1858.0,62539.0,3000.0,B,5701 N SHERIDAN RD,60660,EDGEWATER,77,48,17031030604,170310000000000.0,41.98563842,-87.65509432,445734.32266274886,4648389.204916731
203,203,HONG KONG MARKET,1892499.0,64229.0,46300.0,A,520 W 24TH PL,60616,ARMOUR SQUARE,34,25,17031841100,170318000000000.0,41.84823717,-87.64095553,446791.5211417433,4633124.956936784
204,204,"HYDE PARK PRODUCE, LTD",1884100.0,325993.0,10000.0,A,1226 E 53RD ST,60615,HYDE PARK,41,4,17031410700,170314000000000.0,41.7995768,-87.59551292,450526.47738732694,4627695.227338207
205,205,IMPERIAL TOWER MARKET,22624.0,9323.0,6031.0,B,4250 N MARINE DR,60613,UPTOWN,3,46,17031031400,170310000000000.0,41.96001995,-87.64690603,446391.1357538991,4645539.65390982
206,206,INTERNATIONAL FOODS NW INC,1129.0,215.0,14000.0,A,4404 W FULLERTON AVE,60639,HERMOSA,20,31,17031200200,170312000000000.0,41.92447264,-87.73678951,438908.5589609988,4641653.020899588
207,207,INTERNATIONAL SUPERMARKET INC,16712.0,6917.0,7500.0,B,4556 S ASHLAND AVE,60609,NEW CITY,61,3,17031610400,170316000000000.0,41.81056568,-87.66517052,444748.93595647323,4628957.714501114
208,208,J & A ORIENTAL FOOD MART,30859.0,8995.0,10001.0,A,5755 W FULLERTON AVE,60639,BELMONT CRAGIN,19,37,17031191302,170312000000000.0,41.92379935,-87.77063324,436101.6914406237,4641602.932599222
209,209,J & J EUROPEAN DELI,21936.0,63361.0,3000.0,B,5960 W LAWRENCE AVE,60630,PORTAGE PARK,15,45,17031150401,170312000000000.0,41.9677648,-87.7770202,435616.3552617153,4646489.147746712
210,210,J AND P FINER FOODS,1567.0,299.0,4500.0,B,3501 W MONTROSE AVE,60618,IRVING PARK,16,33,17031160501,170312000000000.0,41.96098859,-87.71564632,440695.5210264046,4645692.491279424
211,211,J K & S FOOD & LIQUOR,1000978.0,32337.0,3024.0,B,503 W 59TH ST,60621,ENGLEWOOD,68,20,17031834600,170318000000000.0,41.78703907,-87.63781273,447001.98583373765,4626328.428528813
212,212,J R GROCERY STORE,5644.0,3466.0,10001.0,A,505 E 134TH ST,60827,RIVERDALE,54,9,17031540101,170315000000000.0,41.65176106,-87.60936661,449259.37533089845,4611292.160248255
213,213,JAMAICA FOOD & LIQUOR INC,22679.0,9341.0,2500.0,B,4252 S COTTAGE GROVE AVE,60653,GRAND BOULEVARD,38,4,17031380100,170314000000000.0,41.81702977,-87.60685792,449597.64554589096,4629639.549846508
214,214,JARDAN FOOD & LIQUOR,11226.0,5270.0,9500.0,B,317 E GARFIELD BLVD,60637,WASHINGTON PARK,40,3,17031400400,170314000000000.0,41.79432493,-87.61852061,448610.860076181,4627125.633035874
215,215,JERUSALEM LIQUORS,440.0,80.0,4500.0,B,3133 W LAWRENCE AVE,60625,ALBANY PARK,14,33,17031140800,170311000000000.0,41.9683547,-87.70739432,441386.10725311574,4646504.665377955
216,216,JEWEL FOOD  STORE # 3345,1142451.0,259.0,60271.0,A,1224 S WABASH AVE,60605,NEAR SOUTH SIDE,33,2,17031330100,170313000000000.0,41.86672435,-87.62596115,448051.2388443318,4635168.348111501
217,217,JEWEL FOOD STORE,1953613.0,259.0,62603.0,A,11730 S MARSHFIELD AVE,60643,MORGAN PARK,75,34,17031750500,170318000000000.0,41.68033221,-87.66258468,444852.38780695514,4614496.913848838
218,218,JEWEL FOOD STORE #3030,1000572.0,259.0,31951.0,A,7530 S STONY ISLAND AVE,60649,SOUTH SHORE,43,5,17031834200,170318000000000.0,41.75780566,-87.58626826,451262.8830562258,4623052.297644579
219,219,JEWEL FOOD STORE #3043,1144384.0,259.0,37641.0,A,443 E 34TH ST,60616,DOUGLAS,35,4,17031351000,170314000000000.0,41.83304474,-87.61461136,448966.40353796683,4631422.207680499
220,220,JEWEL FOOD STORE #3057,1400.0,259.0,21785.0,A,6057 S WESTERN AVE,60636,CHICAGO LAWN,66,16,17031835000,170318000000000.0,41.78306114,-87.68359887,443193.9295677775,4625916.012594488
221,221,JEWEL FOOD STORE #3092,1411.0,259.0,10001.0,A,1655 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,170315000000000.0,41.7222632,-87.58291763,451514.69694847544,4619104.321890336
222,222,JEWEL FOOD STORE #3114,1388.0,259.0,20860.0,A,3128 W 103RD ST,60655,MOUNT GREENWOOD,74,19,17031740100,170317000000000.0,41.70631284,-87.69976712,441781.0703450168,4617405.851480217
223,223,JEWEL FOOD STORE #3139,1356.0,259.0,22295.0,A,3940 E 106TH ST,60617,EAST SIDE,52,10,17031520400,170315000000000.0,41.7028061,-87.52770401,456093.9736934892,4616914.496494712
224,224,JEWEL FOOD STORE #3170,1366.0,259.0,30374.0,A,5320 S PULASKI RD,60632,WEST ELSDON,62,23,17031620200,170316000000000.0,41.79619759,-87.72339188,439899.4407326002,4627401.551800773
225,225,JEWEL FOOD STORE #3176,1404.0,259.0,32294.0,A,9400 S ASHLAND AVE,60620,WASHINGTON HEIGHTS,73,21,17031730300,170317000000000.0,41.72294122,-87.66286287,444865.6439704021,4619227.711920873
226,226,JEWEL FOOD STORE #3181,1368.0,259.0,30745.0,A,87 W 87TH ST,60620,CHATHAM,44,21,17031842400,170318000000000.0,41.73614513,-87.62691784,447866.10306649935,4620671.270894019
227,227,JEWEL FOOD STORE #3210,1333.0,259.0,23845.0,A,1210 N CLARK ST,60610,NEAR NORTH SIDE,8,42,17031080202,170311000000000.0,41.90426523,-87.63160329,447613.67076640355,4639339.843275115
228,228,JEWEL FOOD STORE #3224,1144401.0,259.0,29299.0,A,6430 W IRVING PARK RD,60634,DUNNING,17,38,17031170100,170312000000000.0,41.95301023,-87.78770716,434715.77170995204,4644859.0457378905
229,229,JEWEL FOOD STORE #3241,1398.0,259.0,24262.0,A,1341 N PAULINA ST,60622,WEST TOWN,24,1,17031241500,170312000000000.0,41.9062437,-87.66986228,444442.1002623629,4639583.580516213
230,230,JEWEL FOOD STORE #3282,1337.0,259.0,24922.0,A,4729 N CENTRAL AVE,60630,PORTAGE PARK,15,45,17031150300,170312000000000.0,41.96679711,-87.76729948,436420.8539950996,4646374.44650907
231,231,JEWEL FOOD STORE #3296,1392.0,259.0,29421.0,A,7342 W FOSTER AVE,60656,NORWOOD PARK,10,41,17031100500,170311000000000.0,41.97454295,-87.81134688,432779.16491612204,4647268.088263906
232,232,JEWEL FOOD STORE #3302,1402.0,259.0,25431.0,A,3644 S ARCHER AVE,60609,MCKINLEY PARK,59,11,17031590500,170316000000000.0,41.8275839,-87.68245444,443328.2810092706,4630858.439755405
233,233,JEWEL FOOD STORE #3344,1192905.0,259.0,63407.0,A,1220 S ASHLAND AVE,60608,NEAR WEST SIDE,28,2,17031842900,170318000000000.0,41.86625418,-87.66652414,444684.4787321409,4635141.488316426
234,234,JEWEL FOOD STORE #3349,1353385.0,259.0,64285.0,A,2520 N NARRAGANSETT AVE,60639,BELMONT CRAGIN,19,36,17031831500,170318000000000.0,41.92629696,-87.78569482,434855.36852648604,4641891.571958332
235,235,JEWEL FOOD STORE #3368,1226337.0,259.0,31600.0,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,170311000000000.0,41.89242137,-87.62823487,447883.42559891136,4638022.796167409
236,236,JEWEL FOOD STORE #3407,1394.0,259.0,19238.0,A,5516 N CLARK ST,60640,EDGEWATER,77,40,17031030900,170310000000000.0,41.98218988,-87.66865163,444608.28891109274,4648014.994530578
237,237,JEWEL FOOD STORE #3441,1375.0,259.0,22443.0,A,2940 N ASHLAND AVE,60657,LAKE VIEW,6,32,17031062600,170311000000000.0,41.93547203,-87.66865454,444567.5733106358,4642827.966238718
238,238,JEWEL FOOD STORE #3442,1406.0,259.0,29060.0,A,4042 W FOSTER AVE,60630,NORTH PARK,13,39,17031130200,170311000000000.0,41.97562411,-87.72984456,439532.77122510475,4647327.385656984
239,239,JEWEL FOOD STORE #3443,1323.0,259.0,25356.0,A,5343 N BROADWAY,60640,EDGEWATER,77,48,17031030703,170310000000000.0,41.97942825,-87.65980585,445338.7229720289,4647702.690013791
240,240,JEWEL FOOD STORE #3454,1325.0,259.0,25490.0,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5,47,17031050200,170311000000000.0,41.95910043,-87.68239224,443449.57897673565,4645460.370357332
241,241,JEWEL FOOD STORE #3455,1380.0,259.0,23660.0,A,4355 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,170310000000000.0,41.96139778,-87.65459297,445755.28753134835,4645697.470479309
242,242,JEWEL FOOD STORE #3470,1382.0,259.0,24815.0,A,3570 N ELSTON AVE,60618,AVONDALE,21,35,17031831100,170318000000000.0,41.9460576,-87.70823011,441296.39410340996,4644029.614134946
243,243,JEWEL FOOD STORE #3477,1372.0,259.0,17676.0,A,4734 N CUMBERLAND AVE,60656,OHARE,76,36,17031760802,170318000000000.0,41.9660114,-87.83683117,430658.4993706085,4646341.146029704
244,244,JEWEL FOOD STORE #3501,1192909.0,259.0,56010.0,A,3400 N WESTERN AVE,60618,NORTH CENTER,5,47,17031843700,170318000000000.0,41.94318737,-87.68830202,442945.6385240906,4643697.479797703
245,245,JEWEL FOOD STORE #3514,1385.0,259.0,20285.0,A,3531 N BROADWAY,60657,LAKE VIEW,6,46,17031061800,170311000000000.0,41.94638465,-87.64652486,446411.3024838194,4644025.505734447
246,246,JEWEL FOOD STORE #3721,1225534.0,259.0,49513.0,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560800,170316000000000.0,41.79435485,-87.77052715,435981.5069465675,4627230.988147876
247,247,JEWEL FOOD STORES #3262,1409.0,259.0,35000.0,A,4660 W IRVING PARK RD,60641,PORTAGE PARK,15,45,17031831700,170318000000000.0,41.95355444,-87.74505531,438251.253552324,4644887.857143594
248,248,JEWEL-OSCO #3632,2037181.0,259.0,62349.0,A,3630 N SOUTHPORT AVE,60613,LAKE VIEW,6,44,17031060400,170311000000000.0,41.94800455,-87.66418623,444948.78598564654,4644216.554037203
249,249,JOE'S FOOD & LIQUOR,822.0,154.0,3500.0,B,3626 W LAWRENCE AVE,60625,ALBANY PARK,14,39,17031140301,170311000000000.0,41.96844525,-87.71941658,440390.03522899066,4646523.013915433
250,250,JOE'S FOOD AND LIQUOR DEPOT,1575140.0,286898.0,4000.0,B,5834 W FULLERTON AVE,60639,BELMONT CRAGIN,19,30,17031190602,170312000000000.0,41.92399183,-87.77228911,435964.5838537703,4641625.53861726
251,251,JOLANTA'S INTERNATIONAL DELI,26376.0,10856.0,10001.0,A,5914 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110400,170311000000000.0,41.9727915,-87.77637186,435675.13458662084,4647046.772084289
252,252,JOSEPH FOOD MART,6157.0,62754.0,3000.0,B,8235 W IRVING PARK RD,60634,DUNNING,17,36,17031170500,170312000000000.0,41.95201856,-87.83316684,430947.02938159293,4644784.571248289
253,253,K & K FOOD & LIQUOR,62092.0,23937.0,4200.0,B,1130 W 51ST ST,60609,NEW CITY,61,16,17031611000,170316000000000.0,41.80157684,-87.65378847,445686.77632849885,4627952.465326939
254,254,K BUENA,1999075.0,65396.0,3500.0,B,4322 W MARQUETTE RD,60629,WEST LAWN,65,13,17031650301,170317000000000.0,41.77138332,-87.73095337,439247.795460952,4624651.844604369
255,255,KAMDAR PLAZA INC,4429.0,3241.0,5500.0,B,2646 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310000000000.0,41.9977219,-87.6966411,442303.6318433391,4649757.987283712
