,Unnamed: 0,STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,LATITUDE,LONGITUDE,x,y
128,128,DISCOUNT PANTRY CORPORATION,32952.0,14616.0,3600.0,B,4153 W 63RD ST,60629,WEST LAWN,65,13,17031650301,170317000000000.0,41.77849291,-87.72732752,439555.81264330674,4625438.6369186025
129,129,DOLLAR & LINEN,1875260.0,46290.0,5800.0,B,1853 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711300,170317000000000.0,41.73558907,-87.66995173,444286.9309234003,4620636.499525801
130,130,DOLLAR DEALS & UP,1276566.0,252997.0,2500.0,B,2057 N PULASKI RD,60639,HERMOSA,20,30,17031200402,170312000000000.0,41.91889126,-87.72646532,439759.3212487181,4641026.0214354
131,131,DOMINICK'S,1969836.0,5033.0,59488.0,A,6623 N DAMEN AVE,60645,WEST RIDGE,2,50,17031020500,170310000000000.0,42.00222338,-87.68012883,443675.1270966345,4650246.7825876875
132,132,DOMINICK'S # 1100,41629.0,5033.0,10001.0,A,3145 S ASHLAND AVE,60608,MCKINLEY PARK,59,11,17031840400,170318000000000.0,41.83646835,-87.6655669,444738.26376360276,4631833.844579814
133,133,DOMINICK'S # 113/1113,41633.0,5033.0,10001.0,A,6312 N NAGLE AVE,60646,NORWOOD PARK,10,41,17031100200,170311000000000.0,41.99598529,-87.78763712,434765.4137277518,4649630.484680232
134,134,DOMINICK'S # 12/0012,41645.0,5033.0,10001.0,A,6009 N BROADWAY,60660,EDGEWATER,77,48,17031030101,170310000000000.0,41.99118175,-87.66015508,445319.8083746198,4649007.888389416
135,135,DOMINICK'S # 130/1130,41657.0,5033.0,10001.0,A,2101 E 71ST ST,60649,SOUTH SHORE,43,5,17031430600,170314000000000.0,41.76599,-87.57378734,452306.4792872564,4623953.96740162
136,136,DOMINICK'S # 304/2304,41617.0,5033.0,10001.0,A,2550 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031070700,170311000000000.0,41.92787172,-87.67325881,444179.2100642817,4641987.098232539
137,137,DOMINICK'S # 86/1086,41625.0,5033.0,10001.0,A,3350 N WESTERN AVE,60618,NORTH CENTER,5,47,17031843700,170318000000000.0,41.9427472,-87.68835432,442940.8759073444,4643648.637388823
138,138,DOMINICK'S #147/1147,41674.0,5033.0,68000.0,A,1340 S CANAL ST,60607,NEAR WEST SIDE,28,2,17031841900,170318000000000.0,41.86452119,-87.6393041,446942.04597738426,4634931.895034647
139,139,DOMINICK'S #153/2153,41678.0,5033.0,68000.0,A,424 W DIVISION ST,60610,NEAR NORTH SIDE,8,27,17031080400,170311000000000.0,41.90388396,-87.6394372,446963.55991450814,4639302.320609103
140,140,DOMINICK'S #160/1698,41689.0,5033.0,72000.0,A,1763 W HOWARD ST,60626,ROGERS PARK,1,49,17031010202,170310000000000.0,42.01928855,-87.67505851,444109.96727309213,4652138.202623719
141,141,Dominick's #1703,1574461.0,5033.0,49320.0,A,255 E GRAND AVE,60611,NEAR NORTH SIDE,8,42,17031081403,170311000000000.0,41.89168984,-87.62044413,448529.1054860482,4637936.868854964
142,142,DOMINICK'S #1875,1273445.0,5033.0,39000.0,A,1 N HALSTED ST,60661,NEAR WEST SIDE,28,27,17031280100,170313000000000.0,41.88181563,-87.64721472,446299.9918293393,4636856.96664567
143,143,DOMINICKS #2889,2042084.0,5033.0,48735.0,A,5233 N LINCOLN AVE,60625,LINCOLN SQUARE,4,40,17031040202,170310000000000.0,41.9768951,-87.69227967,442646.12136160425,4647442.661935047
144,144,DOMINICKS #2890,2042094.0,5033.0,55129.0,A,5201 N SHERIDAN RD,60640,EDGEWATER,77,48,17031030706,170310000000000.0,41.97648167,-87.65483978,445747.59535207617,4647372.36887664
145,145,DOMINICK'S FINER FOODS - STORE # 2775,1820382.0,5033.0,54963.0,A,2021 W CHICAGO AVE,60622,WEST TOWN,24,1,17031243000,170312000000000.0,41.89578523,-87.67793089,443763.68502798816,4638427.653135717
146,146,"DOMINICK'S Finer Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W FULLERTON AVE,60614,LINCOLN PARK,7,43,17031071100,170311000000000.0,41.92526828,-87.65348756,445816.27403368306,4641685.360185575
147,147,E.M. GROCERIES,4863.0,3289.0,4500.0,B,5358 S CARPENTER ST,60609,NEW CITY,61,16,17031612000,170316000000000.0,41.79612897,-87.6514349,445877.69320224,4627346.1265462
148,148,EDDIE & SON FOOD &LIQ.,4146.0,3169.0,2500.0,B,3624 W NORTH AVE,60647,HUMBOLDT PARK,23,26,17031230400,170312000000000.0,41.91009267,-87.71757535,440488.3349629921,4640042.923898642
149,149,EDDIE'S FOOD MART,50432.0,17311.0,4500.0,B,1858 W 63RD ST,60636,WEST ENGLEWOOD,67,15,17031670600,170317000000000.0,41.77946116,-87.67143667,444201.4551499842,4625508.360189785
150,150,"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",24217.0,63476.0,3000.0,B,10806 S MICHIGAN AVE,60628,ROSELAND,49,9,17031490901,170315000000000.0,41.69781792,-87.621011,448326.60724351084,4616412.467500865
151,151,EDDY'S FOOD MART,1879269.0,324962.0,4000.0,B,7575 N ROGERS AVE,60626,ROGERS PARK,1,49,17031010300,170310000000000.0,42.01916463,-87.66839729,444661.3631784376,4652120.115443953
152,152,EDGEWATER PRODUCE,16765.0,6928.0,7400.0,B,5509 N CLARK ST,60640,EDGEWATER,77,48,17031030800,170310000000000.0,41.98197138,-87.66832103,444635.44713787065,4647990.513262865
153,153,EL  PASEO  BORICUA,1301216.0,254645.0,3000.0,B,2706 W DIVISION ST,60622,WEST TOWN,24,26,17031242600,170312000000000.0,41.9030542,-87.69477042,442373.32698808203,4639245.885623254
154,154,EL BARRIO GROCERY,42681.0,16221.0,10001.0,A,3938 W NORTH AVE,60647,HUMBOLDT PARK,23,30,17031230400,170312000000000.0,41.91000804,-87.72543846,439836.1302821023,4640039.013312958
155,155,EL MILAGRO,43513.0,2718.0,5500.0,B,3048 W 26TH ST,60623,SOUTH LAWNDALE,30,12,17031300900,170313000000000.0,41.84468733,-87.70210294,441712.1368666306,4632770.521975719
156,156,EL YUNQUE FOOD & LIQUOR,1986802.0,346323.0,2500.0,B,1900 N CALIFORNIA AVE,60647,LOGAN SQUARE,22,35,17031222500,170312000000000.0,41.91576102,-87.69729581,442175.329457411,4640658.397488051
157,157,EMILIO'S PRODUCE,1675623.0,298914.0,2500.0,B,2294 N MILWAUKEE AVE,60647,LOGAN SQUARE,22,1,17031221400,170312000000000.0,41.92259747,-87.69709763,442197.9333782652,4641417.302240122
158,158,EUROPA GALLERIA INC,1299537.0,253902.0,6500.0,B,340 W SUPERIOR ST,60610,NEAR NORTH SIDE,8,42,17031081800,170311000000000.0,41.89566277,-87.63722072,447140.62168550614,4638388.173396043
159,159,EXTRA VALUE FOOD & LIQUOR,1823321.0,319024.0,5000.0,B,6257 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,16,17031670800,170317000000000.0,41.77961467,-87.66407749,444813.16097250965,4625520.654493775
160,160,"MY RANCH, INC.",1899688.0,20694.0,8500.0,B,4650 N SHERIDAN RD,60640,UPTOWN,3,46,17031830700,170310000000000.0,41.96697757,-87.65494464,445730.8416156095,4646317.2041461235
161,161,FAIRPLAY FINER FOOD,10940.0,86481.0,10001.0,A,2200 S WESTERN AVE,60608,LOWER WEST SIDE,31,25,17031841300,170318000000000.0,41.85198384,-87.6857857,443073.2520872904,4633569.683779702
162,162,FAIRPLAY FINER FOODS INC,10949.0,86481.0,10001.0,A,4640 S HALSTED ST,60609,NEW CITY,61,11,17031842600,170318000000000.0,41.80962977,-87.64570757,446364.790545639,4628841.473381846
163,163,FAIRPLAY FOODS INC,10947.0,86481.0,18500.0,A,2323 W 111TH ST,60643,MORGAN PARK,75,19,17031750500,170318000000000.0,41.6916792,-87.67977917,443431.194581414,4615767.850786853
164,164,FAIRWAY FOOD,2031993.0,352796.0,3000.0,B,2900 E 79TH ST,60649,SOUTH SHORE,43,7,17031431301,170314000000000.0,41.75200539,-87.55401542,453939.9395266512,4622390.555311718
165,165,FAMILY PRIDE,77270.0,22785.0,12500.0,A,10601 S PULASKI RD,60655,MOUNT GREENWOOD,74,19,17031740200,170317000000000.0,41.70035527,-87.7205409,440047.18674958136,4616758.674564983
166,166,FARM SUPER MARKET,2017764.0,339512.0,3000.0,B,2255 W DEVON AVE,60659,WEST RIDGE,2,50,17031020901,170310000000000.0,41.99766696,-87.68721346,443084.3513449227,4649745.569823879
167,167,FIESTA SUPERMARCADO,1196305.0,221943.0,14500.0,A,3307 W 63RD ST,60629,CHICAGO LAWN,66,15,17031660500,170317000000000.0,41.77881858,-87.70590358,441336.5444637742,4625459.957124937
168,168,FIRST CHOICE MARKET,1969290.0,342952.0,10000.0,A,3019 E 91ST ST,60617,SOUTH CHICAGO,46,10,17031461000,170315000000000.0,41.72997787,-87.55038259,454226.3304071251,4619943.024813521
169,169,FIVE STAR CERTIFIED INC,7168.0,3771.0,5000.0,B,935 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711400,170317000000000.0,41.73590841,-87.64742288,446160.70116826164,4620657.615249535
170,170,FOOD 4 LESS,1884255.0,251246.0,58000.0,A,4821 W NORTH AVE,60639,AUSTIN,25,37,17031250800,170313000000000.0,41.90950515,-87.74695994,438050.76209495217,4639998.498679088
171,171,FOOD 4 LESS,1928152.0,251246.0,63506.0,A,112 W 87TH ST,60620,CHATHAM,44,21,17031842400,170318000000000.0,41.73638005,-87.62750922,447817.0977600591,4620697.712819499
172,172,Food 4 Less Midwest,1596210.0,251246.0,62000.0,A,7030 S ASHLAND AVE,60636,WEST ENGLEWOOD,67,17,17031671500,170317000000000.0,41.76579077,-87.66396689,444810.50446526986,4623985.781463067
173,173,FOOD 4 LESS MIDWEST #789,1272529.0,251246.0,64486.0,A,4620 S DAMEN AVE,60609,NEW CITY,61,12,17031610300,170316000000000.0,41.80966853,-87.6751157,443922.04989791854,4628864.548587486
174,174,FOOD BASKET,1682475.0,291625.0,2500.0,B,7205 S HALSTED ST,60621,ENGLEWOOD,68,17,17031681300,170317000000000.0,41.7631812,-87.64421502,446450.13412789075,4623683.56864879
175,175,FOODSMART,46295.0,16644.0,3500.0,B,3415 W DIVERSEY AVE,60647,LOGAN SQUARE,22,35,17031220602,170312000000000.0,41.93185278,-87.71290125,440896.0631793712,4642455.677611636
176,176,FOODSMART,1474028.0,272175.0,13800.0,A,2901 W ARMITAGE AVE,60647,LOGAN SQUARE,22,35,17031222500,170312000000000.0,41.91735855,-87.69934107,442007.1676099751,4640837.149256376
177,177,FRESH BUY FOODS INC,23640.0,9535.0,26000.0,A,6319 S VERNON AVE,60637,WOODLAWN,42,20,17031420700,170314000000000.0,41.77966465,-87.61425094,448953.95282679156,4625495.425219486
178,178,FRESH FARMS INTERNATIONAL,30144.0,12018.0,9500.0,B,2626 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310000000000.0,41.99773591,-87.69592888,442362.591774623,4649759.055285249
179,179,FRESH MARKET PLACE,1382145.0,266140.0,20000.0,A,2600 N CENTRAL AVE,60639,BELMONT CRAGIN,19,30,17031190602,170312000000000.0,41.92764768,-87.76626652,436467.55622031435,4642026.958017296
180,180,FRUTERIA EL MERCADO,21239.0,8832.0,5500.0,B,2759 S SPAULDING AVE,60623,SOUTH LAWNDALE,30,22,17031840800,170318000000000.0,41.84093316,-87.70722418,441283.542840005,4632357.197370571
181,181,FURTERIA EL SERRANITO,2031979.0,352794.0,2500.0,B,1755 W 38TH ST,60609,MCKINLEY PARK,59,11,17031590700,170316000000000.0,41.82486062,-87.67002302,444358.22185512446,4630547.956861402
182,182,GAYTAN GROCERY STORE,85044.0,81586.0,3500.0,B,2802 S KOLIN AVE,60623,SOUTH LAWNDALE,30,22,17031301801,170313000000000.0,41.84030863,-87.73310706,439134.04430287884,4632305.87668042
183,183,GEMELOS FOOD/ CHECK CASHING SERVICES,1045757.0,203580.0,6600.0,B,4300 S MOZART ST,60632,BRIGHTON PARK,58,14,17031580502,170316000000000.0,41.815432,-87.69579779,442209.2809994733,4629518.146725366
184,184,GENE'S SAUSAGE SHOP & DELI INC,1876.0,371.0,5000.0,B,5330 W BELMONT AVE,60641,PORTAGE PARK,15,38,17031151100,170312000000000.0,41.93876197,-87.76040707,436964.31971972605,4643256.63670283
185,185,GENES SAUSAGE SHOP AT DELI MEYER,1922145.0,335302.0,6000.0,B,4746 N LINCOLN AVE,60625,LINCOLN SQUARE,4,47,17031040600,170310000000000.0,41.96775366,-87.68817172,442978.305189073,4646424.953380267
186,186,GILMART'S  FOOD & LIQUOR,22715.0,9350.0,10001.0,A,5044 S ARCHER AVE,60632,ARCHER HEIGHTS,57,14,17031570300,170316000000000.0,41.80140003,-87.72604374,439683.97707372403,4627981.015585783
187,187,GOLDMORE FOOD,34046.0,14804.0,2500.0,B,1949 W 51ST ST,60609,NEW CITY,61,16,17031611700,170316000000000.0,41.80112781,-87.67408034,444000.6155091258,4627915.632296251
188,188,GRAND FOOD MARKET,1221783.0,223107.0,3952.0,B,5202 W GRAND AVE,60639,BELMONT CRAGIN,19,37,17031191200,170312000000000.0,41.91706775,-87.75604133,437304.9926661965,4640844.75952461
189,189,"GRAND PALACE SUPERMARKET, INC",49648.0,17200.0,3000.0,B,7131 S STATE ST,60619,GREATER GRAND CROSSING,69,6,17031691000,170317000000000.0,41.76457363,-87.62473997,448070.1113494487,4623826.22226445
190,190,"H & A FOOD MARKET, INC.",1379268.0,217567.0,2500.0,B,1007 W 63RD ST,60621,ENGLEWOOD,68,16,17031681000,170317000000000.0,41.77956458,-87.64997484,445985.09658558376,4625506.13843339
191,191,H & Z GROCERY STORE,3166.0,2823.0,10001.0,A,3638 W WRIGHTWOOD AVE,60647,LOGAN SQUARE,22,35,17031220702,170312000000000.0,41.92834525,-87.7186709,440414.4572743983,4642070.235758688
192,192,HALAL MEAT & GROCERY,55665.0,18191.0,2500.0,B,1414 W DEVON AVE,60660,ROGERS PARK,1,40,17031010600,170310000000000.0,41.99823739,-87.6661711,444827.5975411616,4649795.131511928
193,193,HAPPY FOODS,1618660.0,294177.0,11000.0,A,6783 N NORTHWEST HWY,60631,EDISON PARK,9,41,17031090200,170311000000000.0,42.00439926,-87.81848576,432219.34676110704,4650588.650360688
194,194,HAPPY FOODS,1618656.0,294177.0,11500.0,A,6415 N CENTRAL AVE,60646,FOREST GLEN,12,45,17031120200,170311000000000.0,41.99786001,-87.7634458,436770.88132731995,4649820.487358221
195,195,HARBOR MARKET,44759.0,16473.0,4200.0,B,155 N HARBOR DR,60601,LOOP,32,42,17031320100,170313000000000.0,41.88475054,-87.61560396,448925.11172291887,4637163.524551014
196,196,HAREER FOOD & LIQUOR,52337.0,17625.0,2500.0,B,5452 S HALSTED ST,60609,NEW CITY,61,20,17031612100,170316000000000.0,41.7945591,-87.64531343,446384.96904960123,4627167.994688025
197,197,HARPER FOODS,57683.0,18537.0,3300.0,B,1455 E 57TH ST,60637,HYDE PARK,41,5,17031411100,170314000000000.0,41.79141057,-87.58953263,451017.06361281977,4626785.14149395
198,198,HARVESTIME FOODS,43697.0,16317.0,8750.0,B,2632 W LAWRENCE AVE,60625,LINCOLN SQUARE,4,40,17031040201,170310000000000.0,41.96867023,-87.69516275,442399.8539834036,4646531.395904631
199,199,Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S BALTIMORE AVE,60633,HEGEWISCH,55,10,17031550100,170316000000000.0,41.65518859,-87.54699942,454454.91202596,4611637.928514832
200,200,HILLTOP LIQUORS MART,788.0,148.0,3200.0,B,10259 S MICHIGAN AVE,60628,ROSELAND,49,9,17031490800,170315000000000.0,41.70724797,-87.62005636,448413.5785926395,4617458.855304783
201,201,HOA NOM CO,8425.0,62866.0,4200.0,B,1101 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,170310000000000.0,41.9731613,-87.65783318,445496.7656137423,4647005.611331031
202,202,HOLLYWOOD TOWER MKT,1858.0,62539.0,3000.0,B,5701 N SHERIDAN RD,60660,EDGEWATER,77,48,17031030604,170310000000000.0,41.98563842,-87.65509432,445734.28168749507,4648389.196968582
203,203,HONG KONG MARKET,1892499.0,64229.0,46300.0,A,520 W 24TH PL,60616,ARMOUR SQUARE,34,25,17031841100,170318000000000.0,41.84823717,-87.64095553,446791.4933205309,4633124.954360727
204,204,"HYDE PARK PRODUCE, LTD",1884100.0,325993.0,10000.0,A,1226 E 53RD ST,60615,HYDE PARK,41,4,17031410700,170314000000000.0,41.7995768,-87.59551292,450526.45307173586,4627695.226143231
205,205,IMPERIAL TOWER MARKET,22624.0,9323.0,6031.0,B,4250 N MARINE DR,60613,UPTOWN,3,46,17031031400,170310000000000.0,41.96001995,-87.64690603,446391.09686935146,4645539.6468847105
206,206,INTERNATIONAL FOODS NW INC,1129.0,215.0,14000.0,A,4404 W FULLERTON AVE,60639,HERMOSA,20,31,17031200200,170312000000000.0,41.92447264,-87.73678951,438908.52825850336,4641653.016539156
207,207,INTERNATIONAL SUPERMARKET INC,16712.0,6917.0,7500.0,B,4556 S ASHLAND AVE,60609,NEW CITY,61,3,17031610400,170316000000000.0,41.81056568,-87.66517052,444748.9128087913,4628957.7137682615
208,208,J & A ORIENTAL FOOD MART,30859.0,8995.0,10001.0,A,5755 W FULLERTON AVE,60639,BELMONT CRAGIN,19,37,17031191302,170312000000000.0,41.92379935,-87.77063324,436101.6623271966,4641602.928736945
209,209,J & J EUROPEAN DELI,21936.0,63361.0,3000.0,B,5960 W LAWRENCE AVE,60630,PORTAGE PARK,15,45,17031150401,170312000000000.0,41.9677648,-87.7770202,435616.32277350203,4646489.14220265
210,210,J AND P FINER FOODS,1567.0,299.0,4500.0,B,3501 W MONTROSE AVE,60618,IRVING PARK,16,33,17031160501,170312000000000.0,41.96098859,-87.71564632,440695.48593251954,4645692.485166024
211,211,J K & S FOOD & LIQUOR,1000978.0,32337.0,3024.0,B,503 W 59TH ST,60621,ENGLEWOOD,68,20,17031834600,170318000000000.0,41.78703907,-87.63781273,447001.9641743479,4626328.428393014
212,212,J R GROCERY STORE,5644.0,3466.0,10001.0,A,505 E 134TH ST,60827,RIVERDALE,54,9,17031540101,170315000000000.0,41.65176106,-87.60936661,449259.2605088032,4611292.246859249
213,213,JAMAICA FOOD & LIQUOR INC,22679.0,9341.0,2500.0,B,4252 S COTTAGE GROVE AVE,60653,GRAND BOULEVARD,38,4,17031380100,170314000000000.0,41.81702977,-87.60685792,449597.61972238,4629639.548088536
214,214,JARDAN FOOD & LIQUOR,11226.0,5270.0,9500.0,B,317 E GARFIELD BLVD,60637,WASHINGTON PARK,40,3,17031400400,170314000000000.0,41.79432493,-87.61852061,448610.83705931064,4627125.632354155
215,215,JERUSALEM LIQUORS,440.0,80.0,4500.0,B,3133 W LAWRENCE AVE,60625,ALBANY PARK,14,33,17031140800,170311000000000.0,41.9683547,-87.70739432,441386.07101587416,4646504.658854732
216,216,JEWEL FOOD  STORE # 3345,1142451.0,259.0,60271.0,A,1224 S WABASH AVE,60605,NEAR SOUTH SIDE,33,2,17031330100,170313000000000.0,41.86672435,-87.62596115,448051.20849907625,4635168.344585409
217,217,JEWEL FOOD STORE,1953613.0,259.0,62603.0,A,11730 S MARSHFIELD AVE,60643,MORGAN PARK,75,34,17031750500,170318000000000.0,41.68033221,-87.66258468,444852.22641930025,4614497.035547997
218,218,JEWEL FOOD STORE #3030,1000572.0,259.0,31951.0,A,7530 S STONY ISLAND AVE,60649,SOUTH SHORE,43,5,17031834200,170318000000000.0,41.75780566,-87.58626826,451262.8630620301,4623052.298035176
219,219,JEWEL FOOD STORE #3043,1144384.0,259.0,37641.0,A,443 E 34TH ST,60616,DOUGLAS,35,4,17031351000,170314000000000.0,41.83304474,-87.61461136,448966.3762848451,4631422.205372694
220,220,JEWEL FOOD STORE #3057,1400.0,259.0,21785.0,A,6057 S WESTERN AVE,60636,CHICAGO LAWN,66,16,17031835000,170318000000000.0,41.78306114,-87.68359887,443193.90968425374,4625916.013210491
221,221,JEWEL FOOD STORE #3092,1411.0,259.0,10001.0,A,1655 E 95TH ST,60617,SOUTH DEERING,51,7,17031510300,170315000000000.0,41.7222632,-87.58291763,451514.6808179466,4619104.323360366
222,222,JEWEL FOOD STORE #3114,1388.0,259.0,20860.0,A,3128 W 103RD ST,60655,MOUNT GREENWOOD,74,19,17031740100,170317000000000.0,41.70631284,-87.69976712,441781.0584708487,4617405.855055087
223,223,JEWEL FOOD STORE #3139,1356.0,259.0,22295.0,A,3940 E 106TH ST,60617,EAST SIDE,52,10,17031520400,170315000000000.0,41.7028061,-87.52770401,456093.9585718851,4616914.497743823
224,224,JEWEL FOOD STORE #3170,1366.0,259.0,30374.0,A,5320 S PULASKI RD,60632,WEST ELSDON,62,23,17031620200,170316000000000.0,41.79619759,-87.72339188,439899.4208561112,4627401.552402036
225,225,JEWEL FOOD STORE #3176,1404.0,259.0,32294.0,A,9400 S ASHLAND AVE,60620,WASHINGTON HEIGHTS,73,21,17031730300,170317000000000.0,41.72294122,-87.66286287,444865.62957265996,4619227.714455518
226,226,JEWEL FOOD STORE #3181,1368.0,259.0,30745.0,A,87 W 87TH ST,60620,CHATHAM,44,21,17031842400,170318000000000.0,41.73614513,-87.62691784,447866.0864358219,4620671.272541469
227,227,JEWEL FOOD STORE #3210,1333.0,259.0,23845.0,A,1210 N CLARK ST,60610,NEAR NORTH SIDE,8,42,17031080202,170311000000000.0,41.90426523,-87.63160329,447613.6367773607,4639339.838300704
228,228,JEWEL FOOD STORE #3224,1144401.0,259.0,29299.0,A,6430 W IRVING PARK RD,60634,DUNNING,17,38,17031170100,170312000000000.0,41.95301023,-87.78770716,434715.74091768777,4644859.0409355825
229,229,JEWEL FOOD STORE #3241,1398.0,259.0,24262.0,A,1341 N PAULINA ST,60622,WEST TOWN,24,1,17031241500,170312000000000.0,41.9062437,-87.66986228,444442.06791882677,4639583.575980875
230,230,JEWEL FOOD STORE #3282,1337.0,259.0,24922.0,A,4729 N CENTRAL AVE,60630,PORTAGE PARK,15,45,17031150300,170312000000000.0,41.96679711,-87.76729948,436420.8211414296,4646374.440871873
231,231,JEWEL FOOD STORE #3296,1392.0,259.0,29421.0,A,7342 W FOSTER AVE,60656,NORWOOD PARK,10,41,17031100500,170311000000000.0,41.97454295,-87.81134688,432779.1334674581,4647268.082909047
232,232,JEWEL FOOD STORE #3302,1402.0,259.0,25431.0,A,3644 S ARCHER AVE,60609,MCKINLEY PARK,59,11,17031590500,170316000000000.0,41.8275839,-87.68245444,443328.25681530224,4630858.438561778
233,233,JEWEL FOOD STORE #3344,1192905.0,259.0,63407.0,A,1220 S ASHLAND AVE,60608,NEAR WEST SIDE,28,2,17031842900,170318000000000.0,41.86625418,-87.66652414,444684.45015395695,4635141.485351422
234,234,JEWEL FOOD STORE #3349,1353385.0,259.0,64285.0,A,2520 N NARRAGANSETT AVE,60639,BELMONT CRAGIN,19,36,17031831500,170318000000000.0,41.92629696,-87.78569482,434855.33983340336,4641891.568208035
235,235,JEWEL FOOD STORE #3368,1226337.0,259.0,31600.0,A,550 N STATE ST,60610,NEAR NORTH SIDE,8,42,17031081600,170311000000000.0,41.89242137,-87.62823487,447883.39267859573,4638022.791628202
236,236,JEWEL FOOD STORE #3407,1394.0,259.0,19238.0,A,5516 N CLARK ST,60640,EDGEWATER,77,40,17031030900,170310000000000.0,41.98218988,-87.66865163,444608.2490891451,4648014.9869114235
237,237,JEWEL FOOD STORE #3441,1375.0,259.0,22443.0,A,2940 N ASHLAND AVE,60657,LAKE VIEW,6,32,17031062600,170311000000000.0,41.93547203,-87.66865454,444567.53805103793,4642827.960506506
238,238,JEWEL FOOD STORE #3442,1406.0,259.0,29060.0,A,4042 W FOSTER AVE,60630,NORTH PARK,13,39,17031130200,170311000000000.0,41.97562411,-87.72984456,439532.7356397868,4647327.379152837
239,239,JEWEL FOOD STORE #3443,1323.0,259.0,25356.0,A,5343 N BROADWAY,60640,EDGEWATER,77,48,17031030703,170310000000000.0,41.97942825,-87.65980585,445338.6828948469,4647702.682382723
240,240,JEWEL FOOD STORE #3454,1325.0,259.0,25490.0,A,4250 N LINCOLN AVE,60618,NORTH CENTER,5,47,17031050200,170311000000000.0,41.95910043,-87.68239224,443449.54218208574,4645460.363860798
241,241,JEWEL FOOD STORE #3455,1380.0,259.0,23660.0,A,4355 N SHERIDAN RD,60613,UPTOWN,3,46,17031032100,170310000000000.0,41.96139778,-87.65459297,445755.24894299137,4645697.463505055
242,242,JEWEL FOOD STORE #3470,1382.0,259.0,24815.0,A,3570 N ELSTON AVE,60618,AVONDALE,21,35,17031831100,170318000000000.0,41.9460576,-87.70823011,441296.3599597829,4644029.6085191555
243,243,JEWEL FOOD STORE #3477,1372.0,259.0,17676.0,A,4734 N CUMBERLAND AVE,60656,OHARE,76,36,17031760802,170318000000000.0,41.9660114,-87.83683117,430658.46976462705,4646341.141367753
244,244,JEWEL FOOD STORE #3501,1192909.0,259.0,56010.0,A,3400 N WESTERN AVE,60618,NORTH CENTER,5,47,17031843700,170318000000000.0,41.94318737,-87.68830202,442945.60356960626,4643697.474023875
245,245,JEWEL FOOD STORE #3514,1385.0,259.0,20285.0,A,3531 N BROADWAY,60657,LAKE VIEW,6,46,17031061800,170311000000000.0,41.94638465,-87.64652486,446411.2649547197,4644025.499256408
246,246,JEWEL FOOD STORE #3721,1225534.0,259.0,49513.0,A,6107 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560800,170316000000000.0,41.79435485,-87.77052715,435981.48865918914,4627230.98949075
247,247,JEWEL FOOD STORES #3262,1409.0,259.0,35000.0,A,4660 W IRVING PARK RD,60641,PORTAGE PARK,15,45,17031831700,170318000000000.0,41.95355444,-87.74505531,438251.22076345433,4644887.851732405
248,248,JEWEL-OSCO #3632,2037181.0,259.0,62349.0,A,3630 N SOUTHPORT AVE,60613,LAKE VIEW,6,44,17031060400,170311000000000.0,41.94800455,-87.66418623,444948.7492574958,4644216.547737224
249,249,JOE'S FOOD & LIQUOR,822.0,154.0,3500.0,B,3626 W LAWRENCE AVE,60625,ALBANY PARK,14,39,17031140301,170311000000000.0,41.96844525,-87.71941658,440389.99967703526,4646523.007554847
250,250,JOE'S FOOD AND LIQUOR DEPOT,1575140.0,286898.0,4000.0,B,5834 W FULLERTON AVE,60639,BELMONT CRAGIN,19,30,17031190602,170312000000000.0,41.92399183,-87.77228911,435964.5547930214,4641625.534770656
251,251,JOLANTA'S INTERNATIONAL DELI,26376.0,10856.0,10001.0,A,5914 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,17031110400,170311000000000.0,41.9727915,-87.77637186,435675.10165246483,4647046.766328856
252,252,JOSEPH FOOD MART,6157.0,62754.0,3000.0,B,8235 W IRVING PARK RD,60634,DUNNING,17,36,17031170500,170312000000000.0,41.95201856,-87.83316684,430947.0006867271,4644784.567110842
253,253,K & K FOOD & LIQUOR,62092.0,23937.0,4200.0,B,1130 W 51ST ST,60609,NEW CITY,61,16,17031611000,170316000000000.0,41.80157684,-87.65378847,445686.75369602477,4627952.464809358
254,254,K BUENA,1999075.0,65396.0,3500.0,B,4322 W MARQUETTE RD,60629,WEST LAWN,65,13,17031650301,170317000000000.0,41.77138332,-87.73095337,439247.7780290653,4624651.846297345
255,255,KAMDAR PLAZA INC,4429.0,3241.0,5500.0,B,2646 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310000000000.0,41.9977219,-87.6966411,442303.5922431927,4649757.979429871
